attendance_consistency,task_completion,task_delay_rate,work_hours,productive_hours,idle_time_hours,overtime_hours,experience,feedback_score,project_complexity,peer_collaboration_score,manager_rating,training_hours,learning_inde,performance_percentage,role
0.81,85.0,0.14,7.4,7.1,0.3,3,0,5,4,3,4,3.0,0.74,89.0,0.0
0.92,88.0,0.05,6.8,6.5,0.3,1,0,3,2,4,1,10.5,0.77,94.0,0.0
0.82,77.0,0.03,6.0,5.3,0.7,0,1,4,1,3,4,4.0,0.79,79.0,0.0
0.82,71.0,0.1,8.4,7.4,1.0,3,3,5,1,3,4,4.0,0.45,98.0,0.0
0.7,87.0,0.2,7.8,7.7,0.1,1,0,3,1,3,5,7.0,0.56,83.0,0.0
0.68,79.0,0.11,7.6,6.7,0.9,1,3,2,3,3,4,5.0,0.95,80.0,0.0
0.81,92.0,0.09,8.3,7.3,1.0,3,1,2,1,3,4,5.0,0.82,86.0,0.0
0.82,65.0,0.05,6.6,6.6,0.0,4,7,3,1,4,3,2.0,0.6,91.0,0.0
0.89,80.0,0.16,7.6,7.0,0.6,1,6,5,1,5,4,6.0,0.8,95.0,0.0
0.87,97.0,0.03,9.5,9.2,0.3,1,7,2,1,3,1,0.0,0.68,84.0,0.0
0.95,93.0,0.1,6.4,5.0,1.4,3,0,3,5,2,5,5.0,0.9,91.0,0.0
0.76,89.0,0.17,7.2,6.3,0.9,0,10,4,4,4,1,5.0,0.91,83.0,0.0
0.83,72.0,0.11,7.1,6.7,0.4,3,3,4,3,5,5,1.0,0.49,99.0,0.0
0.95,87.0,0.08,6.9,5.9,1.0,2,1,3,2,3,3,3.0,0.73,88.0,0.0
0.66,81.0,0.03,10.0,9.8,0.2,3,6,2,3,5,3,4.0,0.85,76.0,0.0
0.94,76.0,0.07,7.6,7.1,0.5,2,2,4,3,4,4,8.0,0.75,99.0,0.0
0.9,91.0,0.12,9.9,9.4,0.5,0,5,4,5,2,5,5.0,0.4,79.0,0.0
0.73,83.0,0.2,7.8,6.3,1.5,1,5,3,5,5,3,4.0,0.73,92.0,0.0
0.83,96.0,0.05,7.3,6.3,1.0,2,3,5,3,4,4,9.0,0.34,94.0,0.0
0.93,78.0,0.04,6.1,4.9,1.2,2,3,5,4,4,3,2.0,0.53,72.0,0.0
0.99,58.5,0.07,7.0,6.2,0.8,1,3,4,5,5,1,1.0,0.75,90.0,0.0
0.83,73.0,0.09,9.0,8.4,0.6,3,1,2,3,5,5,8.0,0.55,85.0,0.0
0.89,87.0,0.14,6.1,6.1,0.0,2,2,3,1,3,4,6.0,0.84,88.0,0.0
0.88,97.0,0.04,7.2,6.1,1.1,0,13,4,3,5,5,4.0,0.67,97.0,0.0
0.99,74.0,0.09,8.1,7.3,0.8,2,5,4,3,3,2,4.0,0.84,97.0,0.0
0.86,81.0,0.07,6.7,5.9,0.8,3,2,5,4,2,5,2.0,0.43,68.0,0.0
0.79,84.0,0.19,9.6,9.1,0.5,1,1,5,4,3,3,4.0,0.93,85.0,0.0
0.68,77.0,0.06,8.0,6.8,1.2,4,0,4,3,4,1,5.0,0.53,94.0,0.0
0.89,70.0,0.07,7.7,6.2,1.5,2,2,4,2,5,5,7.0,0.76,94.0,0.0
0.86,83.0,0.06,7.7,6.7,1.0,1,1,2,4,4,4,3.0,0.71,74.0,0.0
0.61,81.0,0.05,7.5,6.0,1.5,2,2,3,2,5,2,8.0,0.9,87.0,0.0
0.92,69.0,0.03,9.2,8.9,0.3,4,4,4,5,4,5,2.0,0.92,71.0,0.0
0.75,89.0,0.05,6.7,6.6,0.1,3,1,5,2,4,4,7.0,0.77,76.0,0.0
1.0,83.0,0.22,6.8,5.8,1.0,3,1,2,2,5,4,3.0,0.88,90.0,0.0
1.0,90.0,0.06,7.6,6.4,1.2,1,2,3,5,3,4,6.0,0.83,89.0,0.0
0.87,98.0,0.15,9.0,8.3,0.7,3,6,4,2,3,5,5.0,0.73,87.0,0.0
0.83,76.0,0.08,8.6,8.0,0.6,3,2,4,4,3,3,3.0,0.73,98.0,0.0
0.8,86.0,0.19,7.3,5.5,1.8,1,4,5,3,4,5,5.0,0.64,88.0,0.0
0.99,78.0,0.02,9.1,8.3,0.8,0,1,1,1,5,3,6.0,0.99,89.0,0.0
0.64,87.0,0.09,8.3,8.0,0.3,2,15,3,3,3,4,5.0,0.72,85.0,0.0
0.87,94.0,0.06,8.5,7.3,1.2,3,4,4,4,4,5,2.0,0.39,95.0,0.0
0.91,73.0,0.13,7.2,6.6,0.6,3,2,3,3,5,4,1.0,0.69,72.0,0.0
0.94,99.0,0.03,7.6,6.6,1.0,3,3,4,4,3,3,3.0,0.87,87.0,0.0
0.73,81.0,0.05,7.6,6.5,1.1,1,3,3,2,2,3,7.0,0.44,90.0,0.0
0.85,95.0,0.2,6.3,5.5,0.8,0,7,4,3,4,2,3.0,0.91,89.0,1.0
0.91,87.0,0.12,7.9,7.0,0.9,2,5,4,3,5,4,6.0,0.6,88.0,0.0
0.81,86.0,0.01,7.5,6.0,1.5,0,2,3,4,3,3,4.0,0.87,81.0,0.0
0.89,76.0,0.14,6.2,5.5,0.7,2,2,4,4,2,3,4.0,0.61,100.0,0.0
0.91,79.0,0.03,6.2,5.9,0.3,2,6,5,3,5,4,5.0,0.87,82.0,0.0
0.87,86.0,0.16,7.9,7.1,0.8,1,3,5,5,3,5,5.0,0.98,86.0,0.0
0.92,73.0,0.1,8.9,8.4,0.5,5,5,4,3,4,5,3.0,0.88,83.0,0.0
0.88,69.0,0.02,7.3,7.1,0.2,5,1,3,4,1,2,4.0,0.86,88.0,1.0
0.96,79.0,0.11,9.1,7.4,1.7,3,7,3,1,5,4,3.0,0.78,88.0,0.0
1.0,83.0,0.08,6.0,5.6,0.4,2,8,3,2,4,5,4.0,0.29,97.0,0.0
0.94,84.0,0.18,9.5,8.8,0.7,5,3,4,5,4,4,4.0,0.6,97.0,0.0
0.83,69.0,0.14,7.6,6.8,0.8,2,9,4,5,5,3,10.0,0.71,83.0,0.0
0.97,79.0,0.14,8.0,7.6,0.4,4,6,4,5,4,5,3.0,0.65,96.0,0.0
0.85,87.0,0.03,7.9,6.6,1.3,4,3,5,1,4,4,9.0,0.6,100.0,0.0
0.86,91.0,0.05,7.8,6.5,1.3,3,0,3,1,5,5,4.0,0.54,81.0,0.0
0.84,90.0,0.04,7.4,7.0,0.4,1,0,4,5,3,4,5.0,0.57,83.0,0.0
0.92,82.0,0.12,9.4,8.1,1.3,4,16,4,4,4,2,7.0,0.75,87.0,0.0
0.99,86.0,0.18,8.6,7.5,1.1,2,5,5,3,4,3,3.0,0.83,97.0,0.0
0.77,75.0,0.1,8.9,7.1,1.8,5,14,3,4,4,2,6.0,0.78,93.0,0.0
0.88,80.0,0.09,7.7,6.9,0.8,0,5,4,3,5,2,7.0,0.96,91.0,0.0
0.78,75.0,0.09,10.0,9.2,0.8,0,5,4,1,3,1,6.0,0.83,81.0,0.0
0.83,83.0,0.13,8.9,8.4,0.5,1,1,2,1,4,3,8.0,0.89,81.0,0.0
0.72,97.0,0.12,8.3,7.8,0.5,1,0,2,5,3,1,4.0,0.74,100.0,0.0
0.82,93.0,0.16,10.0,8.7,1.3,3,3,5,5,1,3,3.0,0.86,90.0,0.0
0.65,85.0,0.06,7.4,6.7,0.7,0,5,4,2,4,4,8.0,0.83,86.0,0.0
0.84,74.0,0.11,8.2,7.8,0.4,1,1,5,5,5,5,7.0,0.86,91.0,0.0
0.9,76.0,0.12,6.7,6.4,0.3,2,2,3,2,3,2,4.0,0.87,81.0,0.0
0.8,82.0,0.07,7.1,7.1,0.0,2,3,5,3,3,4,2.0,0.96,78.0,0.0
0.96,92.0,0.07,6.0,4.6,1.4,0,1,3,4,4,5,3.0,0.83,100.0,0.0
0.61,72.0,0.14,8.0,7.9,0.1,2,8,4,3,2,4,5.0,0.31,93.0,0.0
1.0,73.0,0.09,7.9,7.3,0.6,3,3,3,1,3,5,8.0,0.96,89.0,0.0
0.97,88.0,0.02,6.0,5.1,0.9,3,2,4,2,5,4,8.0,0.74,92.0,0.0
1.0,96.0,0.09,7.7,6.4,1.3,3,1,3,3,5,3,2.0,0.94,83.0,0.0
0.74,68.0,0.02,7.9,7.6,0.3,2,3,3,3,1,5,4.0,0.82,97.0,0.0
0.94,81.0,0.08,9.4,8.0,1.4,5,16,5,3,1,4,2.0,0.81,91.0,0.0
0.82,100.0,0.14,10.0,9.3,0.7,6,7,3,4,4,3,8.0,0.78,94.0,0.0
1.0,93.0,0.1,8.4,6.9,1.5,2,1,3,2,3,4,10.0,0.62,92.0,0.0
0.87,97.0,0.13,8.8,7.4,1.4,1,1,5,3,5,5,7.0,0.8,89.0,0.0
0.73,72.0,0.01,8.2,7.8,0.4,2,16,3,3,3,4,8.0,0.61,87.0,0.0
1.0,90.0,0.23,8.3,7.8,0.5,2,7,5,5,2,5,3.0,0.67,95.0,0.0
0.83,78.0,0.09,7.5,6.9,0.6,3,13,4,1,3,5,10.0,0.7,93.0,0.0
0.91,80.0,0.13,9.6,9.0,0.6,3,3,4,4,4,2,5.0,0.88,99.0,0.0
0.72,90.0,0.12,7.1,6.2,0.9,1,1,5,5,3,4,5.0,0.64,92.0,0.0
0.96,93.0,0.03,8.9,8.7,0.2,2,2,3,1,4,5,7.0,0.57,94.0,0.0
0.9,83.0,0.26,8.2,7.7,0.5,5,9,5,3,3,2,5.0,0.55,85.0,0.0
0.83,100.0,0.08,7.2,6.5,0.7,1,11,4,3,4,3,9.0,0.79,87.0,0.0
0.85,85.0,0.23,7.6,7.4,0.2,3,3,2,3,5,2,4.0,0.45,82.0,0.0
0.9,97.0,0.18,7.3,7.0,0.3,2,1,4,3,4,4,4.0,0.46,94.0,0.0
0.83,73.0,0.17,6.6,6.2,0.4,0,6,4,5,2,5,5.0,0.69,85.0,0.0
0.73,76.0,0.15,9.1,8.9,0.2,1,0,4,2,3,4,5.0,0.78,93.0,0.0
0.87,92.0,0.06,9.1,8.0,1.1,2,5,2,2,5,3,2.0,0.66,78.0,0.0
0.98,99.0,0.08,7.6,7.5,0.1,2,8,4,5,2,2,9.0,0.86,100.0,0.0
0.91,98.0,0.12,9.0,8.2,0.8,3,4,4,2,3,3,8.0,0.88,81.0,0.0
0.79,100.0,0.17,7.2,7.0,0.2,3,5,4,3,5,3,10.0,0.74,89.0,0.0
0.83,82.0,0.06,8.8,8.5,0.3,3,16,5,1,5,4,4.0,0.86,88.0,0.0
0.94,78.0,0.16,8.7,7.3,1.4,1,2,3,3,4,5,7.0,0.69,74.0,0.0
0.84,82.0,0.13,8.0,7.6,0.4,0,5,4,2,4,5,4.0,0.57,100.0,0.0
0.94,86.0,0.1,7.5,7.3,0.2,1,2,4,4,4,3,6.0,0.265,86.0,0.0
0.81,79.0,0.03,7.6,7.1,0.5,3,1,4,5,1,2,7.0,0.74,87.0,0.0
0.96,77.0,0.04,7.5,7.3,0.2,2,7,4,2,4,3,7.0,0.6,95.0,0.0
0.67,76.0,0.16,7.2,7.0,0.2,3,0,5,3,5,3,7.0,0.76,95.0,0.0
0.96,78.0,0.04,6.6,6.1,0.5,1,0,5,3,5,3,4.0,0.58,74.0,0.0
0.91,80.0,0.1,6.8,6.2,0.6,2,6,4,1,4,4,4.0,0.95,95.0,0.0
0.9,94.0,0.07,7.9,6.8,1.1,0,1,4,5,4,3,5.0,0.69,87.0,1.0
0.89,80.0,0.1,7.1,5.9,1.2,4,4,4,5,4,3,5.0,0.71,80.0,0.0
0.86,79.0,0.13,8.3,7.5,0.8,2,10,3,4,2,5,9.0,0.72,90.0,0.0
0.85,100.0,0.13,7.2,6.8,0.4,1,1,5,3,4,3,3.0,0.87,72.0,0.0
0.63,78.0,0.24,8.1,7.8,0.3,0,6,5,1,5,4,2.0,0.4,88.0,0.0
0.92,81.0,0.15,8.7,7.0,1.7,0,2,5,2,2,3,4.0,0.56,72.0,0.0
1.0,85.0,0.16,7.1,6.0,1.1,2,3,4,5,4,3,4.0,0.74,76.0,0.0
0.88,91.0,0.14,6.3,5.5,0.8,2,1,4,5,5,1,9.0,0.35,89.0,0.0
0.85,84.0,0.09,7.5,6.6,0.9,1,1,3,1,5,4,4.0,0.74,88.0,0.0
0.73,84.0,0.08,7.4,7.0,0.4,3,6,1,4,4,1,4.0,0.83,94.0,0.0
0.79,88.0,0.06,7.2,6.6,0.6,1,5,3,5,2,4,6.0,0.55,85.0,0.0
1.0,91.0,0.14,6.0,4.4,1.6,2,8,3,1,3,4,4.0,0.91,81.0,0.0
0.8,73.0,0.09,8.5,8.5,0.0,3,5,4,4,2,4,5.0,0.82,88.0,0.0
0.87,72.0,0.13,9.0,8.5,0.5,4,5,3,2,2,2,5.0,0.5,100.0,0.0
0.75,88.0,0.24,7.8,6.5,1.3,0,0,5,2,4,5,7.0,0.7,78.0,0.0
0.91,87.0,0.09,8.2,7.5,0.7,3,2,5,3,4,2,4.0,0.77,79.0,0.0
0.78,82.0,0.12,9.7,7.9,1.8,1,1,5,2,3,4,2.0,0.69,92.0,0.0
0.92,91.0,0.05,6.7,5.8,0.9,1,16,4,2,3,4,7.0,0.41,89.0,0.0
0.78,73.0,0.0,7.2,6.4,0.8,2,1,5,5,5,1,1.0,0.49,90.0,0.0
0.94,94.0,0.02,7.6,6.6,1.0,1,6,5,1,4,1,4.0,0.53,87.0,0.0
0.88,82.0,0.1,8.2,7.7,0.5,4,7,2,5,4,5,7.0,0.42,93.0,0.0
0.89,90.0,0.15,10.0,9.3,0.7,6,3,4,5,1,4,3.0,0.71,86.0,0.0
0.88,69.0,0.14,6.2,4.8,1.4,3,3,5,1,5,2,5.0,0.94,89.0,0.0
0.81,66.0,0.05,8.1,7.2,0.9,2,2,1,3,1,5,4.0,0.97,99.0,0.0
0.76,100.0,0.13,9.6,9.4,0.2,2,5,4,2,4,4,4.0,0.87,89.0,0.0
0.61,83.0,0.12,9.1,8.5,0.6,3,0,4,3,4,3,4.0,0.34,87.0,0.0
0.81,86.0,0.11,8.0,6.4,1.6,3,7,3,2,4,4,4.0,0.76,97.0,0.0
0.64,92.0,0.1,7.6,6.6,1.0,4,4,3,4,1,3,4.0,0.89,83.0,0.0
0.67,83.0,0.06,7.6,7.6,0.0,3,4,5,2,4,2,3.0,0.6,100.0,0.0
0.88,91.0,0.13,7.7,7.2,0.5,5,3,3,2,3,4,4.0,0.76,87.0,0.0
0.88,73.0,0.12,6.5,5.4,1.1,2,0,3,2,1,5,2.0,0.68,75.0,0.0
0.85,81.0,0.03,7.7,6.7,1.0,2,5,2,1,5,2,5.0,0.7,90.0,0.0
0.99,91.0,0.12,6.7,5.7,1.0,4,6,3,1,4,3,7.0,0.8,75.0,0.0
0.76,92.0,0.1,8.4,7.1,1.3,4,12,4,2,5,5,6.0,0.73,83.0,1.0
1.0,77.0,0.11,7.2,6.4,0.8,1,2,3,2,3,2,5.0,0.84,66.0,0.0
0.71,81.0,0.06,7.7,7.0,0.7,2,1,4,2,3,2,7.0,0.8,83.0,0.0
0.93,98.0,0.03,7.4,6.8,0.6,2,5,3,3,4,3,3.0,0.62,94.0,0.0
1.0,93.0,0.17,8.3,7.2,1.1,4,0,2,3,2,3,10.5,0.35,95.0,0.0
0.93,77.0,0.19,6.7,5.3,1.4,1,3,4,1,4,4,5.0,0.8,79.0,0.0
0.99,89.0,0.02,6.8,5.8,1.0,0,0,4,3,5,3,10.0,0.32,87.0,0.0
0.94,67.0,0.21,6.3,5.5,0.8,1,2,5,5,5,4,0.0,0.87,88.0,1.0
0.8,73.0,0.14,8.2,6.9,1.3,3,0,3,3,5,4,5.0,0.8,85.0,0.0
0.92,91.0,0.02,10.0,8.9,1.1,1,3,5,4,5,5,1.0,0.94,88.0,0.0
0.82,78.0,0.06,6.9,5.9,1.0,4,3,5,4,5,2,3.0,0.51,97.0,0.0
0.79,77.0,0.03,9.9,9.5,0.4,6,9,3,2,4,4,1.0,0.88,88.0,0.0
1.0,76.0,0.17,8.6,7.4,1.2,2,1,3,5,4,3,8.0,0.79,83.0,0.0
0.92,73.0,0.15,9.1,7.7,1.4,4,2,3,4,3,4,7.0,0.72,96.0,0.0
0.83,75.0,0.21,9.0,8.3,0.7,1,10,4,4,3,2,6.0,0.91,74.0,0.0
0.77,91.0,0.09,8.4,7.7,0.7,1,2,4,3,4,2,4.0,0.92,86.0,0.0
0.87,81.0,0.07,8.0,6.5,1.5,2,15,5,5,4,4,4.0,0.56,86.0,0.0
0.86,95.0,0.1,7.7,7.0,0.7,1,10,3,5,5,3,2.0,0.87,94.0,0.0
0.9,82.0,0.06,8.0,6.7,1.3,3,3,3,4,3,5,1.0,0.39,84.0,0.0
0.87,100.0,0.08,7.6,6.9,0.7,3,5,5,4,4,4,1.0,0.83,88.0,0.0
1.0,87.0,0.16,7.2,5.8,1.4,5,8,5,4,1,5,5.0,0.8,90.0,0.0
0.89,67.0,0.04,8.2,7.2,1.0,1,1,5,5,1,5,7.0,0.71,88.0,0.0
0.87,67.0,0.08,6.9,6.9,0.0,3,0,1,4,5,3,7.0,0.65,78.0,0.0
0.87,82.0,0.11,7.3,6.4,0.9,0,4,5,3,5,3,6.0,0.84,81.0,0.0
0.81,86.0,0.02,7.7,6.9,0.8,3,5,4,4,3,4,3.0,0.8,86.0,0.0
0.84,91.0,0.06,8.1,7.4,0.7,4,1,3,2,5,3,5.0,0.9,92.0,0.0
0.85,85.0,0.03,8.7,8.0,0.7,1,3,5,1,3,4,6.0,0.84,80.0,0.0
0.81,76.0,0.13,8.3,8.2,0.1,1,0,3,4,4,4,8.0,0.79,93.0,0.0
0.96,100.0,0.12,8.6,7.4,1.2,0,3,5,3,5,5,1.0,0.66,100.0,0.0
0.79,86.0,0.14,7.7,7.1,0.6,2,1,3,4,5,4,5.0,0.98,76.0,0.0
0.92,89.0,0.1,6.8,6.3,0.5,4,0,5,1,4,3,8.0,0.62,82.0,0.0
0.89,81.0,0.1,8.6,8.2,0.4,2,15,3,2,5,5,7.0,0.71,88.0,0.0
0.95,84.0,0.09,9.9,8.1,1.8,0,6,2,2,3,3,8.0,0.77,93.0,0.0
0.93,90.0,0.27,9.4,9.0,0.4,0,1,3,5,5,4,1.0,0.42,84.0,0.0
0.78,92.0,0.16,8.0,7.7,0.3,3,11,4,3,3,5,5.0,0.69,93.0,0.0
0.68,79.0,0.04,8.1,7.3,0.8,0,1,4,4,3,4,6.0,0.67,90.0,0.0
0.77,90.0,0.06,7.4,7.4,0.0,2,9,5,2,2,3,4.0,0.84,82.0,0.0
0.83,86.0,0.19,8.8,7.9,0.9,3,2,4,4,5,4,3.0,0.73,92.0,0.0
0.96,80.0,0.11,6.8,5.9,0.9,1,2,5,3,4,4,2.0,0.65,80.0,0.0
0.91,83.0,0.27,8.1,7.4,0.7,1,16,4,2,3,4,4.0,0.56,94.0,0.0
0.81,79.0,0.14,8.6,7.5,1.1,1,2,4,3,4,5,1.0,0.85,85.0,0.0
0.91,100.0,0.14,9.2,8.6,0.6,2,13,5,3,3,4,4.0,0.83,98.0,0.0
0.89,79.0,0.1,9.1,8.9,0.2,2,1,2,4,2,4,5.0,0.87,89.0,0.0
0.84,59.0,0.04,8.3,6.8,1.5,0,0,4,2,1,3,9.0,0.57,80.0,0.0
0.87,85.0,0.04,8.1,7.1,1.0,3,0,4,5,4,3,6.0,0.8,94.0,0.0
0.69,97.0,0.16,7.4,6.8,0.6,5,2,1,5,5,4,4.0,0.87,90.0,0.0
0.83,83.0,0.08,8.9,8.0,0.9,1,1,5,4,5,2,6.0,0.94,100.0,0.0
0.88,88.0,0.27,9.0,8.7,0.3,3,5,3,4,1,5,6.0,0.84,94.0,0.0
0.84,80.0,0.13,8.9,7.6,1.3,2,6,4,5,2,3,5.0,0.57,91.0,0.0
0.85,79.0,0.17,6.5,5.5,1.0,2,2,5,2,4,3,5.0,0.87,86.0,0.0
0.79,77.0,0.05,9.9,9.6,0.3,5,2,4,3,5,4,3.0,0.94,83.0,0.0
0.81,80.0,0.09,6.3,5.7,0.6,2,10,4,5,3,4,2.0,0.96,89.0,0.0
0.73,100.0,0.04,7.9,7.5,0.4,2,2,5,5,5,5,7.0,0.45,84.0,0.0
0.87,92.0,0.11,7.4,6.9,0.5,5,3,2,4,5,3,4.0,0.69,82.0,0.0
0.95,98.0,0.11,8.8,8.2,0.6,2,0,5,2,3,4,5.0,0.72,78.0,0.0
0.77,85.0,0.06,9.3,8.1,1.2,0,16,4,3,5,4,6.0,0.58,74.0,0.0
0.96,90.0,0.05,6.0,4.7,1.3,5,6,5,3,5,1,1.0,0.97,93.0,0.0
0.92,83.0,0.11,6.5,5.4,1.1,2,3,3,5,5,3,6.0,0.64,82.0,0.0
0.8,87.0,0.07,9.0,8.1,0.9,4,5,3,5,3,5,5.0,0.82,87.0,0.0
1.0,97.0,0.16,8.1,6.3,1.8,2,2,4,3,3,4,6.0,0.93,98.0,0.0
0.84,79.0,0.02,6.0,5.6,0.4,1,13,3,2,1,3,3.0,0.86,75.0,0.0
0.6,72.0,0.1,7.9,7.1,0.8,5,0,4,3,5,4,9.0,0.46,91.0,0.0
0.83,100.0,0.07,7.7,6.2,1.5,3,2,3,2,4,4,2.0,0.86,80.0,0.0
0.81,75.0,0.06,7.7,6.8,0.9,2,0,3,5,4,3,7.0,0.69,80.0,1.0
0.96,100.0,0.01,6.0,5.9,0.1,1,1,4,3,4,3,6.0,0.71,90.0,0.0
0.82,81.0,0.13,9.1,7.9,1.2,1,4,4,5,5,3,4.0,0.81,100.0,0.0
0.62,73.0,0.07,8.8,8.2,0.6,3,4,3,4,3,1,6.0,0.74,92.0,0.0
0.82,100.0,0.17,9.2,8.5,0.7,3,5,2,4,1,4,3.0,0.47,96.0,0.0
0.95,74.0,0.17,9.1,8.6,0.5,1,16,5,3,3,4,7.0,0.95,87.0,1.0
0.77,85.0,0.09,7.0,5.7,1.3,1,8,3,3,1,3,6.0,0.94,84.0,0.0
0.95,84.0,0.17,8.0,8.0,0.0,2,2,2,3,3,4,8.0,0.64,93.0,0.0
0.92,75.0,0.07,6.9,5.3,1.6,4,3,2,5,2,5,5.0,0.83,76.0,0.0
0.72,76.0,0.07,9.5,7.7,1.8,2,6,4,2,3,3,9.0,0.39,100.0,0.0
0.87,100.0,0.27,8.0,6.7,1.3,1,4,5,4,5,4,1.0,0.47,89.0,0.0
0.76,58.5,0.09,7.7,6.9,0.8,1,7,5,3,4,4,5.0,0.83,84.0,0.0
0.74,79.0,0.21,9.8,9.2,0.6,0,10,4,5,5,4,6.0,0.79,84.0,0.0
0.94,93.0,0.1,7.1,6.9,0.2,0,2,3,4,3,2,4.0,0.72,82.0,0.0
0.84,95.0,0.16,8.5,7.0,1.5,3,1,3,5,4,3,5.0,0.85,81.0,0.0
1.0,72.0,0.13,9.1,8.3,0.8,1,8,1,5,2,4,7.0,0.57,95.0,0.0
0.71,76.0,0.09,7.8,7.2,0.6,2,5,4,1,4,4,7.0,0.73,83.0,0.0
0.91,87.0,0.12,6.4,5.6,0.8,1,16,4,4,4,4,5.0,0.92,90.0,0.0
0.91,83.0,0.1,7.6,6.5,1.1,5,1,1,2,3,5,2.0,0.95,76.0,0.0
0.68,87.0,0.08,8.6,7.9,0.7,2,3,3,3,4,3,1.0,0.68,80.0,0.0
1.0,83.0,0.1,6.8,6.2,0.6,0,3,3,2,5,5,4.0,0.71,80.0,0.0
0.82,96.0,0.07,8.8,8.2,0.6,3,3,3,4,1,5,5.0,0.92,100.0,0.0
0.99,83.0,0.11,8.3,7.9,0.4,0,5,4,5,3,4,7.0,0.59,89.0,0.0
0.84,90.0,0.21,8.3,8.3,0.0,1,8,3,5,5,4,3.0,0.81,79.0,0.0
0.64,93.0,0.22,7.7,7.3,0.4,3,0,2,5,3,4,10.0,0.83,96.0,0.0
0.67,73.0,0.04,6.4,6.4,0.0,3,5,4,4,5,5,6.0,0.34,86.0,0.0
0.79,78.0,0.18,8.3,8.3,0.0,2,4,4,1,2,2,7.0,0.87,96.0,0.0
0.85,84.0,0.12,9.4,8.2,1.2,1,3,3,3,4,4,2.0,0.55,94.0,0.0
0.85,79.0,0.06,9.0,9.0,0.0,3,4,4,2,4,3,5.0,0.71,91.0,0.0
0.81,83.0,0.12,7.5,6.9,0.6,3,0,4,3,5,5,4.0,0.94,79.0,0.0
0.89,80.0,0.08,7.3,6.5,0.8,4,2,3,2,1,4,1.0,0.97,84.0,0.0
0.85,97.0,0.07,8.4,7.5,0.9,1,0,3,5,3,3,6.0,0.71,79.0,0.0
0.79,77.0,0.1,8.4,7.6,0.8,5,1,2,5,3,4,7.0,0.9,76.0,0.0
0.73,100.0,0.23,6.9,6.4,0.5,3,6,4,3,4,4,6.0,0.53,89.0,0.0
0.85,77.0,0.03,8.1,7.4,0.7,0,6,5,5,4,4,7.0,0.53,94.0,0.0
0.75,85.0,0.05,9.4,8.9,0.5,3,9,4,2,5,2,4.0,0.67,88.0,0.0
0.84,89.0,0.04,7.7,7.2,0.5,1,10,2,5,3,4,5.0,0.79,100.0,0.0
0.79,85.0,0.23,8.3,6.8,1.5,0,12,5,1,3,2,3.0,0.89,85.0,0.0
0.94,91.0,0.06,8.4,7.1,1.3,2,1,4,3,4,4,3.0,0.73,81.0,0.0
0.92,83.0,0.13,6.6,5.2,1.4,1,6,3,5,3,5,4.0,0.63,82.0,0.0
0.75,84.0,0.03,7.1,5.6,1.5,5,6,4,5,5,2,6.0,0.97,79.0,0.0
0.83,90.0,0.2,7.4,6.8,0.6,1,4,4,3,4,5,7.0,0.71,74.0,0.0
0.87,91.0,0.14,8.0,7.1,0.9,5,9,2,4,3,4,6.0,0.89,91.0,0.0
0.98,100.0,0.03,7.5,7.2,0.3,4,0,4,2,3,3,7.0,0.35,92.0,0.0
0.83,87.0,0.23,7.6,6.3,1.3,2,16,5,4,3,3,3.0,0.9,97.0,0.0
0.85,98.0,0.03,6.7,5.4,1.3,2,2,4,3,2,2,5.0,0.87,95.0,0.0
0.79,83.0,0.05,9.9,8.7,1.2,4,1,5,2,3,4,3.0,0.82,95.0,0.0
0.77,89.0,0.05,8.4,7.2,1.2,0,2,3,3,3,2,5.0,0.77,84.0,0.0
0.89,80.0,0.14,8.9,8.6,0.3,1,2,4,5,4,3,10.5,0.96,89.0,0.0
0.82,67.0,0.08,6.8,6.8,0.0,2,0,3,4,3,5,8.0,0.63,82.0,0.0
0.8,83.0,0.14,8.0,7.2,0.8,2,2,5,3,2,5,5.0,0.51,82.0,0.0
0.59,92.0,0.03,7.2,7.0,0.2,2,14,4,5,5,4,3.0,0.86,76.0,0.0
0.7,93.0,0.08,7.8,7.3,0.5,0,5,5,2,4,4,3.0,0.81,86.0,0.0
0.77,89.0,0.02,9.8,8.8,1.0,0,0,5,3,5,4,5.0,0.61,79.0,0.0
0.77,83.0,0.03,8.9,7.3,1.6,3,1,4,3,4,2,3.0,0.7,86.0,0.0
0.72,100.0,0.14,8.7,8.1,0.6,4,5,4,5,5,5,4.0,0.48,88.0,0.0
0.84,78.0,0.01,8.6,7.7,0.9,1,1,4,2,4,2,7.0,0.87,97.0,0.0
0.79,86.0,0.08,9.7,8.5,1.2,1,3,3,3,3,3,10.0,0.9,82.0,0.0
0.94,87.0,0.13,6.8,5.7,1.1,1,1,4,4,2,4,5.0,0.86,89.0,0.0
0.85,91.0,0.07,9.0,8.3,0.7,3,2,3,1,2,5,3.0,0.44,79.0,0.0
0.95,90.0,0.08,7.9,7.2,0.7,0,16,3,4,5,5,5.0,0.81,86.0,0.0
1.0,89.0,0.24,6.1,5.4,0.7,1,5,3,3,4,4,2.0,0.63,88.0,0.0
0.8,83.0,0.02,6.3,6.1,0.2,1,7,3,2,5,3,10.0,0.81,85.0,0.0
0.82,95.0,0.06,7.3,7.1,0.2,1,6,4,3,4,2,4.0,0.82,88.0,0.0
