attendance_consistency,task_completion,task_delay_rate,productive_hours,experience,project_complexity,feedback_score,role,performance_percentage,efficiency_score,exp_productivity
88.62,85.58,22.09,9.56,5,1,4.53,Employee,100.0,63.489999999999995,14.34
85.22,88.6,11.0,9.54,6,5,4.09,Employee,100.0,77.6,15.264
71.55,78.06,45.79,7.78,5,2,3.16,Team Lead,92.84,32.27,11.67
64.06,60.48,89.12,4.59,7,2,1.33,HR,55.95,-28.640000000000008,7.803
62.21,59.82,83.98,5.65,9,1,2.49,Employee,73.42,-24.160000000000004,10.735
85.69,81.91,29.97,8.56,5,4,4.7,HR,100.0,51.94,12.84
95.35,95.73,24.38,8.02,14,1,4.31,Manager,100.0,71.35000000000001,19.247999999999998
78.85,73.77,42.64,7.37,4,1,3.24,Employee,92.39,31.129999999999995,10.318
84.32,76.16,47.54,6.98,2,4,2.71,Team Lead,78.86,28.619999999999997,8.376
89.3,94.57,9.82,8.14,14,3,4.9,Manager,100.0,84.75,19.536
50.72,62.46,89.21,4.42,2,3,1.4,Team Lead,40.67,-26.749999999999993,5.303999999999999
98.28,84.66,13.53,8.19,6,2,4.34,Team Lead,100.0,71.13,13.104
58.0,58.27,69.27,4.89,11,3,1.85,Employee,67.82,-10.999999999999993,10.269
95.53,91.26,16.54,9.26,7,2,4.37,Manager,100.0,74.72,15.741999999999999
67.24,49.13,89.32,5.96,10,5,1.99,Manager,63.45,-40.18999999999999,11.92
53.23,42.09,60.57,4.33,14,2,2.34,HR,71.16,-18.479999999999997,10.392
85.72,98.98,26.6,8.52,3,2,4.02,Team Lead,100.0,72.38,11.076
57.27,49.34,89.8,5.99,3,3,1.17,Employee,46.97,-40.459999999999994,7.787000000000001
93.4,90.39,15.15,9.63,5,4,4.99,Team Lead,100.0,75.24,14.445
99.89,98.93,11.83,9.6,4,3,4.41,HR,100.0,87.10000000000001,13.44
84.91,68.36,39.74,7.67,8,4,2.7,HR,93.62,28.619999999999997,13.806000000000001
69.89,45.89,67.18,5.37,2,1,2.29,Team Lead,58.12,-21.290000000000006,6.444
68.94,55.94,66.81,5.08,4,5,1.22,HR,50.17,-10.870000000000005,7.111999999999999
84.22,74.75,44.67,7.72,11,4,3.93,Manager,100.0,30.08,16.212
78.73,67.65,57.2,7.79,10,2,2.99,HR,98.4,10.450000000000003,15.58
62.95,48.54,85.53,5.56,11,5,1.52,Team Lead,60.57,-36.99,11.676
87.44,97.13,22.51,8.67,10,2,4.89,HR,100.0,74.61999999999999,17.34
54.06,53.33,71.95,5.12,1,3,1.11,Employee,42.29,-18.620000000000005,5.632000000000001
79.47,72.98,33.02,6.26,5,3,3.6,HR,88.47,39.96,9.39
53.75,56.06,64.52,4.49,1,2,1.64,HR,46.02,-8.459999999999994,4.939000000000001
75.44,78.75,46.25,7.17,4,1,3.22,Employee,91.16,32.5,10.037999999999998
96.4,93.28,15.84,8.34,6,1,4.2,HR,100.0,77.44,13.344000000000001
92.59,82.39,11.55,8.4,2,2,4.73,Manager,100.0,70.84,10.08
81.09,71.1,33.46,7.13,4,1,2.54,HR,89.29,37.63999999999999,9.982
58.31,54.01,83.59,5.06,14,4,2.39,Team Lead,71.31,-29.580000000000005,12.143999999999998
86.88,80.34,23.1,9.61,6,5,4.12,Employee,100.0,57.24,15.376
96.01,97.56,28.3,9.26,3,4,4.14,HR,100.0,69.26,12.038
70.95,74.04,38.72,7.64,9,2,3.44,Team Lead,100.0,35.32000000000001,14.515999999999998
97.07,93.36,13.53,8.51,7,2,4.65,Team Lead,100.0,79.83,14.466999999999999
94.1,98.6,29.11,8.27,12,5,4.55,Employee,100.0,69.49,18.194
56.14,52.6,71.31,4.61,9,5,2.25,Employee,57.86,-18.71,8.759
82.17,75.62,49.98,7.5,11,2,3.77,Manager,100.0,25.640000000000008,15.75
89.68,98.41,23.6,9.17,1,3,4.83,HR,100.0,74.81,10.087000000000002
54.74,46.21,79.66,4.15,7,5,1.74,Team Lead,45.08,-33.449999999999996,7.055000000000001
97.22,95.64,9.93,8.94,7,2,4.76,Team Lead,100.0,85.71000000000001,15.197999999999999
82.04,65.27,56.27,7.18,6,4,3.22,HR,84.81,8.999999999999993,11.488
51.17,43.54,68.24,5.19,10,5,2.01,Manager,58.25,-24.699999999999996,10.38
88.63,94.19,25.25,8.94,14,1,4.71,Employee,100.0,68.94,21.456
58.36,44.54,89.01,5.21,8,4,2.22,Team Lead,55.29,-44.470000000000006,9.378
90.02,90.33,17.28,9.03,6,3,4.31,Team Lead,100.0,73.05,14.448
98.53,90.85,11.87,9.04,4,3,4.2,HR,100.0,78.97999999999999,12.655999999999999
75.04,77.31,44.14,6.04,13,2,3.75,Manager,100.0,33.17,13.892
58.66,44.8,78.14,5.49,5,2,1.16,Manager,51.72,-33.34,8.235
66.27,40.66,73.52,5.52,14,4,1.82,HR,70.74,-32.86,13.248
86.0,86.03,7.13,8.8,13,1,4.09,Team Lead,100.0,78.9,20.24
82.95,70.56,58.29,7.61,5,3,2.61,HR,85.36,12.270000000000003,11.415000000000001
95.16,98.68,22.52,9.17,9,1,4.86,Manager,100.0,76.16000000000001,17.423
85.2,93.12,17.92,9.04,11,3,4.16,Team Lead,100.0,75.2,18.983999999999998
87.72,92.01,29.66,9.09,6,1,4.31,HR,100.0,62.35000000000001,14.544
75.61,78.51,30.07,7.93,4,4,3.33,Team Lead,92.71,48.440000000000005,11.101999999999999
63.16,49.05,72.52,4.91,11,2,1.69,Employee,67.0,-23.47,10.311
79.3,74.67,41.23,6.42,6,5,3.58,HR,85.97,33.440000000000005,10.272
96.58,84.72,16.16,9.99,12,3,4.97,Team Lead,100.0,68.56,21.978
51.67,52.63,64.5,5.56,1,2,1.41,Employee,48.65,-11.869999999999997,6.116
76.5,76.9,49.85,6.82,12,4,3.26,Team Lead,98.61,27.050000000000004,15.004000000000001
82.43,75.06,59.0,7.22,4,5,2.58,Employee,78.37,16.060000000000002,10.107999999999999
84.72,79.77,44.16,6.37,5,4,3.32,Manager,86.71,35.61,9.555
97.68,98.28,5.41,9.91,13,3,4.81,Manager,100.0,92.87,22.793
53.95,59.82,86.32,5.69,14,4,1.49,HR,70.08,-26.499999999999993,13.656
97.21,97.27,13.56,9.9,10,2,4.18,Employee,100.0,83.71,19.8
74.29,75.29,50.03,7.58,7,3,2.83,Team Lead,91.19,25.260000000000005,12.886
84.28,68.29,48.66,6.36,10,1,3.86,Manager,100.0,19.63000000000001,12.72
88.84,81.05,2.19,9.94,1,1,4.91,Employee,100.0,78.86,10.934000000000001
59.94,64.64,64.26,5.97,5,1,1.38,HR,66.3,0.37999999999999545,8.955
57.63,52.11,76.36,4.68,11,3,1.11,Team Lead,59.73,-24.25,9.828
87.19,82.18,3.95,8.26,7,4,4.06,Team Lead,100.0,78.23,14.042
69.54,55.0,73.15,6.0,10,2,1.12,Team Lead,70.83,-18.150000000000006,12.0
92.65,88.68,17.8,8.47,1,5,4.94,Team Lead,100.0,70.88000000000001,9.317000000000002
84.18,79.0,59.22,7.55,4,1,3.42,Manager,93.75,19.78,10.569999999999999
59.84,60.06,80.11,4.25,6,3,1.52,HR,51.82,-20.049999999999997,6.800000000000001
94.7,99.82,2.24,9.31,10,4,4.49,Employee,100.0,97.58,18.62
98.04,95.3,6.56,8.0,11,5,4.49,Manager,100.0,88.74,16.8
57.61,61.4,66.57,5.99,10,3,1.51,Employee,71.02,-5.169999999999995,11.98
80.68,70.96,30.43,6.38,12,2,2.86,Employee,100.0,40.529999999999994,14.036000000000001
88.62,90.05,5.03,8.42,3,5,4.22,Manager,100.0,85.02,10.946
76.47,79.27,51.99,6.46,6,5,3.99,Manager,86.79,27.279999999999994,10.336
56.7,45.64,76.16,5.06,2,1,2.23,HR,51.06,-30.519999999999996,6.071999999999999
55.43,56.16,69.71,4.05,3,2,1.73,HR,47.68,-13.549999999999997,5.265
66.63,62.96,79.49,4.21,8,3,1.6,HR,58.7,-16.529999999999994,7.578
94.04,87.57,7.91,9.01,6,1,4.37,HR,100.0,79.66,14.416
88.76,88.65,22.37,9.55,8,2,4.4,HR,100.0,66.28,17.19
91.0,94.93,25.11,9.95,14,4,4.9,Manager,100.0,69.82000000000001,23.88
87.9,84.55,9.53,8.06,10,2,4.83,Employee,100.0,75.02,16.12
59.07,61.33,77.44,4.16,7,1,1.29,Manager,56.9,-16.11,7.072
71.02,65.12,30.71,6.79,6,3,3.86,Team Lead,90.38,34.410000000000004,10.864
64.67,40.01,77.89,5.83,5,3,1.43,HR,52.91,-37.88,8.745000000000001
68.08,58.92,79.37,5.24,13,1,2.09,Manager,79.51,-20.450000000000003,12.052
72.25,66.73,38.45,6.55,4,3,3.78,Employee,84.04,28.28,9.17
78.42,67.99,44.75,6.55,9,5,2.63,Employee,84.97,23.239999999999995,12.444999999999999
83.05,79.96,36.09,7.31,12,4,3.37,Manager,100.0,43.86999999999999,16.082
89.81,99.24,17.69,9.57,8,2,4.05,HR,100.0,81.55,17.226000000000003
83.69,75.8,42.44,6.93,7,2,3.17,Team Lead,95.69,33.36,11.780999999999999
87.97,95.71,20.25,9.95,1,5,4.93,Team Lead,100.0,75.46,10.945
85.08,99.0,6.75,9.82,8,5,4.85,Employee,100.0,92.25,17.676000000000002
78.97,74.81,59.42,6.79,9,4,2.81,Employee,88.3,15.39,12.901
70.77,69.0,38.55,7.26,6,2,3.48,Team Lead,92.39,30.450000000000003,11.616
84.37,69.36,49.51,7.39,10,3,2.79,Team Lead,96.87,19.85,14.78
87.0,92.84,24.13,9.58,12,3,4.72,Employee,100.0,68.71000000000001,21.076
81.86,69.94,34.15,7.24,9,3,2.6,Manager,95.84,35.79,13.756
93.11,94.31,16.7,9.71,11,5,4.93,Team Lead,100.0,77.61,20.391000000000002
88.03,99.06,27.08,8.13,14,5,4.52,HR,100.0,71.98,19.512
52.26,44.82,68.55,4.35,13,4,1.03,Team Lead,57.69,-23.729999999999997,10.004999999999999
65.94,51.17,69.72,5.48,3,2,1.92,Team Lead,56.89,-18.549999999999997,7.1240000000000006
62.32,43.92,85.59,5.25,1,1,2.21,Team Lead,48.97,-41.67,5.775
60.12,48.81,73.79,4.99,7,3,1.24,Team Lead,54.07,-24.980000000000004,8.483
75.65,69.0,59.29,6.58,14,3,2.95,Manager,97.41,9.71,15.792
87.9,85.53,16.17,9.89,12,5,4.03,Team Lead,100.0,69.36,21.758000000000003
75.82,75.55,57.14,6.97,2,5,3.94,Manager,78.77,18.409999999999997,8.363999999999999
83.71,70.52,50.12,6.45,8,3,2.86,HR,88.62,20.4,11.610000000000001
74.19,79.58,35.36,7.02,2,1,2.86,HR,86.76,44.22,8.424
81.51,65.06,44.81,7.91,1,2,3.93,HR,88.11,20.25,8.701
79.63,67.83,48.35,6.96,11,1,3.69,Manager,100.0,19.479999999999997,14.616
94.96,92.81,26.06,9.55,13,2,4.06,HR,100.0,66.75,21.965
88.94,85.43,14.19,9.97,6,1,4.27,HR,100.0,71.24000000000001,15.952000000000002
62.19,55.35,74.99,4.61,10,1,1.8,HR,67.21,-19.639999999999993,9.22
90.93,80.04,13.15,9.88,9,4,4.76,Employee,100.0,66.89,18.772000000000002
77.42,72.07,54.88,6.16,2,4,3.07,Team Lead,72.14,17.18999999999999,7.3919999999999995
70.08,73.39,43.19,6.63,5,5,3.58,Employee,81.92,30.200000000000003,9.945
75.72,66.93,36.35,6.94,8,1,3.96,Employee,100.0,30.580000000000005,12.492
78.46,73.9,52.97,6.17,1,1,2.66,HR,75.33,20.930000000000007,6.787000000000001
52.63,56.34,84.79,5.78,9,3,1.87,Team Lead,63.34,-28.450000000000003,10.982
66.75,64.19,87.33,4.84,11,4,1.81,Team Lead,65.74,-23.14,10.164
59.89,58.45,81.22,4.61,8,3,2.5,Manager,61.83,-22.769999999999996,8.298
91.01,92.25,24.34,8.65,7,4,4.19,Team Lead,100.0,67.91,14.705
79.06,67.97,38.47,6.59,12,1,2.78,HR,100.0,29.5,14.498000000000001
87.17,86.13,22.98,8.61,1,1,4.41,Manager,100.0,63.14999999999999,9.471
92.33,85.11,20.71,9.31,3,2,4.54,Manager,100.0,64.4,12.103000000000002
51.83,63.94,67.34,5.87,6,5,2.25,Team Lead,61.25,-3.4000000000000057,9.392000000000001
66.27,55.46,85.14,5.03,2,1,1.57,Team Lead,51.16,-29.68,6.0360000000000005
94.37,90.76,23.29,8.6,6,5,4.01,Employee,100.0,67.47,13.76
66.91,40.5,77.09,4.4,10,4,2.31,HR,58.99,-36.59,8.8
77.42,65.4,53.0,7.71,1,3,3.15,Manager,78.68,12.400000000000006,8.481
76.18,69.23,33.19,7.74,7,4,3.97,Employee,97.77,36.040000000000006,13.158
54.14,41.91,78.62,5.81,9,2,2.15,Team Lead,64.2,-36.71000000000001,11.038999999999998
87.5,83.94,12.29,9.6,14,3,4.13,Employee,100.0,71.65,23.04
97.36,80.77,26.13,8.42,7,5,4.91,Team Lead,100.0,54.64,14.314
52.63,51.68,81.26,4.36,3,2,1.15,HR,41.98,-29.580000000000005,5.668000000000001
92.45,94.9,4.19,9.14,3,4,4.66,HR,100.0,90.71000000000001,11.882000000000001
61.58,54.24,86.05,4.76,12,5,1.56,Manager,60.03,-31.809999999999995,10.472
78.37,75.52,55.21,6.17,8,2,2.75,Employee,87.81,20.309999999999995,11.106
65.42,61.87,67.39,5.9,6,1,2.12,Team Lead,71.54,-5.520000000000003,9.440000000000001
89.33,81.72,16.19,8.04,14,1,4.78,Team Lead,100.0,65.53,19.295999999999996
90.61,81.59,24.23,9.95,9,3,4.58,HR,100.0,57.36,18.904999999999998
92.87,86.32,6.94,8.15,14,5,4.72,Employee,100.0,79.38,19.56
84.97,77.89,45.45,6.85,3,5,2.72,Employee,79.36,32.44,8.905
83.95,65.96,55.38,7.06,11,2,2.66,Manager,96.28,10.579999999999991,14.826
70.84,67.35,56.78,6.22,5,1,2.87,HR,79.99,10.569999999999993,9.33
62.38,59.38,84.09,4.82,7,5,1.89,Manager,54.15,-24.71,8.194
70.02,72.85,40.32,7.99,11,4,3.66,HR,100.0,32.529999999999994,16.779
90.76,92.47,13.2,8.78,12,1,4.56,Employee,100.0,79.27,19.316
79.65,69.06,33.08,7.46,10,1,2.87,Team Lead,100.0,35.980000000000004,14.92
50.58,50.39,64.64,5.09,2,5,1.01,Manager,39.35,-14.25,6.108
98.54,83.27,9.47,9.0,10,4,4.78,Manager,100.0,73.8,18.0
84.22,68.46,43.65,7.73,6,5,3.33,Team Lead,90.15,24.809999999999995,12.368000000000002
55.04,49.97,85.77,5.91,1,1,1.09,Manager,46.59,-35.8,6.501
76.92,66.89,57.19,7.96,6,2,2.59,Manager,88.65,9.700000000000003,12.736
55.72,52.25,78.41,4.41,10,1,1.51,HR,61.48,-26.159999999999997,8.82
65.46,60.34,76.04,4.59,14,1,2.06,Team Lead,78.53,-15.700000000000003,11.016
78.64,71.72,31.05,6.24,8,1,3.01,Employee,95.21,40.67,11.232000000000001
79.52,69.91,35.04,6.67,7,5,3.75,Team Lead,89.98,34.87,11.339
79.84,78.71,37.86,6.79,2,4,3.43,Team Lead,83.1,40.849999999999994,8.148
67.23,59.67,67.75,5.25,1,3,1.46,HR,50.68,-8.079999999999998,5.775
67.6,50.75,72.22,5.53,2,2,1.45,Manager,52.58,-21.47,6.636
64.15,53.21,65.83,4.36,12,5,1.12,Employee,60.27,-12.619999999999997,9.592000000000002
77.35,69.42,54.08,7.65,10,3,3.15,Team Lead,97.33,15.340000000000003,15.3
90.77,90.5,1.98,8.77,9,5,4.14,Employee,100.0,88.52,16.662999999999997
78.01,79.18,42.43,7.03,10,2,3.18,HR,100.0,36.75000000000001,14.06
62.39,42.97,84.83,5.93,6,1,1.39,Team Lead,58.15,-41.86,9.488
81.24,79.85,37.84,6.27,5,4,3.5,HR,87.55,42.00999999999999,9.405
59.18,48.98,86.38,4.91,11,3,1.01,Team Lead,57.83,-37.4,10.311
70.31,76.44,55.69,6.48,11,3,2.86,HR,92.08,20.75,13.608000000000002
92.85,87.59,6.9,9.51,2,2,4.8,Team Lead,100.0,80.69,11.411999999999999
59.58,58.48,70.56,4.81,8,3,2.36,Team Lead,64.19,-12.080000000000005,8.658
60.69,56.87,81.84,4.02,11,3,1.15,Manager,57.72,-24.970000000000006,8.442
57.62,64.61,75.89,4.42,13,5,1.89,Team Lead,66.14,-11.280000000000001,10.165999999999999
53.38,43.25,78.44,4.46,12,4,1.72,Employee,57.53,-35.19,9.812000000000001
72.62,66.72,48.69,6.8,7,4,2.59,Team Lead,81.37,18.03,11.559999999999999
81.88,79.42,42.81,7.03,7,1,2.72,HR,96.46,36.61,11.951
61.96,48.01,65.31,4.26,10,2,1.27,Team Lead,60.5,-17.300000000000004,8.52
58.6,57.13,62.63,4.46,6,5,2.3,Team Lead,55.04,-5.5,7.136
83.28,68.89,32.43,7.92,8,1,3.09,Manager,100.0,36.46,14.256
63.58,63.29,89.91,5.44,8,3,1.43,Team Lead,61.26,-26.619999999999997,9.792000000000002
89.96,96.74,6.27,9.38,13,1,4.08,HR,100.0,90.47,21.574
69.25,57.13,61.4,4.52,3,3,1.45,Employee,52.0,-4.269999999999996,5.8759999999999994
92.34,94.71,26.02,8.73,9,1,4.94,Team Lead,100.0,68.69,16.587
98.13,95.97,8.0,9.51,4,5,4.81,HR,100.0,87.97,13.313999999999998
86.83,93.02,0.07,8.1,9,1,4.29,Employee,100.0,92.95,15.389999999999999
93.82,97.23,27.87,9.68,10,4,4.64,Team Lead,100.0,69.36,19.36
50.67,54.93,72.03,5.74,9,2,1.15,Manager,63.21,-17.1,10.906
75.9,78.87,47.23,6.02,5,5,3.82,Employee,82.38,31.640000000000008,9.03
51.87,61.54,79.03,5.16,8,3,2.44,Manager,63.61,-17.490000000000002,9.288
81.02,65.24,59.26,7.41,3,1,3.4,Team Lead,86.01,5.979999999999997,9.633000000000001
84.07,79.15,37.63,7.39,6,4,2.81,Team Lead,92.22,41.52,11.824
79.87,65.67,39.97,7.11,11,2,3.99,Manager,100.0,25.700000000000003,14.931000000000001
53.54,56.77,78.23,4.09,14,2,1.47,HR,66.55,-21.46,9.815999999999999
73.21,66.58,50.49,7.32,6,2,3.93,Team Lead,92.41,16.089999999999996,11.712000000000002
97.4,81.96,21.12,8.68,14,2,4.31,Employee,100.0,60.83999999999999,20.831999999999997
81.76,65.57,31.65,6.48,8,5,2.75,HR,85.95,33.919999999999995,11.664000000000001
92.05,94.64,2.05,8.6,2,4,4.32,HR,100.0,92.59,10.319999999999999
88.56,82.49,19.24,9.6,13,1,4.38,Team Lead,100.0,63.25,22.08
97.45,98.97,9.14,8.53,2,4,4.28,Employee,100.0,89.83,10.235999999999999
79.42,65.1,53.62,6.3,7,4,3.84,Manager,85.37,11.479999999999997,10.709999999999999
67.46,51.11,71.87,4.98,7,2,1.95,Team Lead,62.46,-20.760000000000005,8.466000000000001
53.14,48.65,88.96,5.75,11,4,2.11,HR,63.41,-40.309999999999995,12.075000000000001
98.2,86.63,3.56,8.13,2,2,4.06,Team Lead,100.0,83.07,9.756
71.59,77.5,52.88,7.64,2,1,2.95,Team Lead,85.52,24.619999999999997,9.168
51.4,53.56,64.31,5.14,9,3,1.94,Team Lead,63.42,-10.75,9.765999999999998
97.76,81.71,7.19,9.57,11,5,4.42,Employee,100.0,74.52,20.097
76.25,78.77,42.83,6.61,9,1,3.7,HR,100.0,35.94,12.559
97.4,97.59,12.43,8.76,6,3,4.12,HR,100.0,85.16,14.016
82.81,78.96,34.84,7.47,6,1,3.43,Team Lead,100.0,44.11999999999999,11.952
59.29,64.37,82.24,5.72,10,1,1.56,HR,72.09,-17.86999999999999,11.44
62.61,55.13,81.07,5.7,14,1,1.05,Employee,75.73,-25.93999999999999,13.68
54.06,58.41,73.38,4.85,6,1,1.13,Team Lead,56.28,-14.969999999999999,7.76
50.7,44.54,77.78,4.93,10,3,2.26,Manager,60.42,-33.24,9.86
91.54,89.13,10.33,9.0,14,3,4.65,Manager,100.0,78.8,21.599999999999998
90.96,89.65,5.08,8.09,6,1,4.19,Employee,100.0,84.57000000000001,12.944
77.65,66.85,38.33,7.98,3,3,3.1,Team Lead,87.19,28.519999999999996,10.374
85.52,96.54,8.54,8.89,14,2,4.31,HR,100.0,88.0,21.336000000000002
73.21,69.84,56.05,6.05,12,1,3.93,Team Lead,99.92,13.790000000000006,13.31
81.03,70.24,48.76,6.05,11,1,3.74,Employee,100.0,21.479999999999997,12.705
60.54,46.62,83.62,4.64,7,1,1.37,HR,54.41,-37.00000000000001,7.887999999999999
70.81,69.18,57.84,7.07,4,5,3.37,Team Lead,77.1,11.340000000000003,9.898
74.87,69.92,37.09,6.17,1,1,2.99,HR,78.08,32.83,6.787000000000001
81.47,68.37,56.99,6.15,3,4,3.85,Manager,77.47,11.380000000000003,7.995000000000001
70.04,77.64,38.04,6.94,3,5,3.76,Employee,82.73,39.6,9.022
82.76,66.45,44.36,6.39,14,3,3.89,Employee,100.0,22.090000000000003,15.335999999999999
88.18,93.22,4.8,9.45,6,1,4.21,Manager,100.0,88.42,15.12
88.25,89.23,8.95,9.74,5,1,4.52,Team Lead,100.0,80.28,14.61
72.34,78.19,30.03,7.02,10,4,3.28,HR,99.05,48.16,14.04
61.28,59.26,67.18,5.65,3,2,1.03,Team Lead,55.03,-7.920000000000009,7.345000000000001
80.74,66.64,34.88,7.08,12,4,3.32,Manager,100.0,31.759999999999998,15.576000000000002
76.98,67.01,53.22,6.32,1,5,2.83,Employee,66.47,13.790000000000006,6.952000000000001
91.74,81.48,22.1,8.55,11,1,4.08,Manager,100.0,59.38,17.955000000000002
93.92,92.15,28.84,8.6,5,1,4.62,Manager,100.0,63.31,12.899999999999999
76.79,76.67,42.76,6.31,12,1,3.96,Team Lead,100.0,33.910000000000004,13.882
53.44,41.74,74.44,5.43,10,1,1.9,Team Lead,65.67,-32.699999999999996,10.86
88.87,95.98,29.45,9.08,13,2,4.19,Employee,100.0,66.53,20.883999999999997
99.27,95.14,20.29,9.79,9,2,4.87,Team Lead,100.0,74.85,18.601
93.31,89.72,28.36,8.49,9,3,4.11,Employee,100.0,61.36,16.131
80.98,71.24,56.67,6.7,1,3,3.45,Employee,77.05,14.569999999999993,7.370000000000001
79.04,72.97,44.05,6.45,11,4,3.56,Manager,96.91,28.92,13.545000000000002
83.48,67.54,57.62,7.41,10,2,3.19,HR,98.6,9.920000000000009,14.82
62.89,55.41,84.27,5.39,9,1,2.01,HR,68.5,-28.86,10.241
81.3,70.68,49.21,6.22,14,2,3.55,Employee,100.0,21.470000000000006,14.927999999999999
71.76,68.68,36.79,7.63,11,2,3.59,Employee,100.0,31.890000000000008,16.023
67.84,44.99,71.0,5.68,1,2,2.47,Employee,55.0,-26.009999999999998,6.248
92.81,93.68,1.33,8.92,4,5,4.44,HR,100.0,92.35000000000001,12.488
98.3,91.85,22.35,9.06,2,5,4.14,Employee,100.0,69.5,10.872
62.79,63.05,64.55,5.13,14,2,2.15,HR,82.11,-1.5,12.312
72.35,79.02,43.52,7.69,7,1,3.64,Manager,100.0,35.49999999999999,13.073
63.73,49.34,66.6,4.02,4,2,1.55,Employee,49.26,-17.25999999999999,5.627999999999999
50.91,56.9,65.98,4.26,6,1,1.54,Employee,55.63,-9.080000000000005,6.816
81.53,78.65,31.37,7.72,2,1,3.16,HR,94.09,47.28,9.264
75.0,67.35,35.18,7.77,1,2,3.48,Employee,86.19,32.169999999999995,8.547
50.48,49.58,76.66,4.51,11,5,1.25,Team Lead,52.97,-27.08,9.471
85.15,94.53,23.45,9.75,4,3,4.5,Team Lead,100.0,71.08,13.649999999999999
78.67,76.55,34.39,7.63,7,5,3.4,HR,94.9,42.16,12.971
81.4,77.43,44.25,6.54,5,3,2.57,Employee,84.31,33.18000000000001,9.81
73.97,70.14,58.64,7.98,6,4,2.62,HR,84.81,11.5,12.768
64.36,54.81,81.48,5.02,3,4,2.43,Manager,51.53,-26.67,6.526
99.86,94.64,10.81,8.86,11,5,4.66,Manager,100.0,83.83,18.605999999999998
77.57,78.17,36.58,7.31,8,5,2.91,Employee,92.59,41.59,13.158
73.44,75.27,32.21,6.61,7,4,3.43,Manager,90.74,43.059999999999995,11.237
84.44,74.17,30.02,6.54,4,3,4.0,Manager,92.03,44.150000000000006,9.155999999999999
72.83,71.32,56.84,6.92,10,5,3.9,Employee,92.29,14.47999999999999,13.84
67.63,60.81,72.64,5.04,7,4,2.15,HR,62.58,-11.829999999999998,8.568
87.62,80.64,7.25,8.37,3,4,4.66,HR,100.0,73.39,10.881
76.28,72.39,35.99,7.63,5,3,2.93,HR,90.38,36.4,11.445
80.2,76.1,37.15,6.76,4,1,3.3,HR,91.73,38.949999999999996,9.463999999999999
51.73,60.29,81.14,4.6,9,4,1.17,HR,53.67,-20.85,8.739999999999998
85.37,91.12,14.01,9.49,5,2,4.91,Team Lead,100.0,77.11,14.235
99.7,83.5,12.96,8.87,10,1,4.14,HR,100.0,70.53999999999999,17.74
91.78,88.59,15.96,9.45,3,5,4.92,HR,100.0,72.63,12.285
68.96,40.26,63.61,5.9,12,2,1.12,HR,71.73,-23.35,12.980000000000002
84.26,65.84,59.56,6.35,9,4,3.0,Manager,85.62,6.280000000000001,12.065
80.64,68.01,36.33,7.38,4,2,2.83,Employee,88.33,31.680000000000007,10.331999999999999
99.41,86.97,9.72,9.94,9,3,4.75,HR,100.0,77.25,18.886
93.8,92.44,4.51,8.8,4,5,4.05,Team Lead,100.0,87.92999999999999,12.32
80.07,66.39,38.49,6.38,12,5,3.87,Team Lead,97.47,27.9,14.036000000000001
82.32,68.48,45.0,7.85,2,5,2.74,Team Lead,79.08,23.480000000000004,9.42
80.11,79.7,59.57,7.37,4,2,2.87,Manager,87.22,20.130000000000003,10.318
95.13,82.76,27.81,9.18,3,1,4.86,HR,100.0,54.95,11.934
79.43,77.5,56.53,6.03,4,3,3.47,Team Lead,81.31,20.97,8.442
99.4,93.06,20.8,9.25,2,3,4.22,Team Lead,100.0,72.26,11.1
71.31,65.99,56.74,6.93,5,1,2.98,Employee,83.82,9.249999999999993,10.395
98.06,87.87,25.21,9.68,7,4,4.77,Manager,100.0,62.660000000000004,16.456
97.23,80.94,20.6,9.22,11,3,4.04,Employee,100.0,60.339999999999996,19.362000000000002
78.81,71.99,47.05,6.16,12,1,3.09,Employee,100.0,24.939999999999998,13.552000000000001
83.34,76.63,54.27,7.83,2,4,3.84,Manager,87.35,22.359999999999992,9.395999999999999
98.32,89.11,23.74,8.6,4,3,4.93,Team Lead,100.0,65.37,12.04
70.17,67.34,56.37,7.43,3,3,3.77,Manager,82.46,10.970000000000006,9.659
50.1,51.25,82.54,4.62,12,5,1.5,Manager,55.98,-31.290000000000006,10.164000000000001
86.07,98.87,23.2,9.68,12,4,4.37,Manager,100.0,75.67,21.296
75.7,77.61,35.56,7.6,13,2,2.63,Team Lead,100.0,42.05,17.479999999999997
85.3,90.7,20.32,9.19,5,4,4.46,Manager,100.0,70.38,13.785
93.53,90.1,21.05,9.3,5,3,4.71,HR,100.0,69.05,13.950000000000001
92.56,89.57,7.32,8.95,12,5,4.33,Manager,100.0,82.25,19.69
69.01,60.0,68.65,4.1,4,3,1.65,Employee,52.27,-8.650000000000006,5.739999999999999
71.24,72.72,56.97,7.56,9,2,2.84,Manager,94.27,15.75,14.363999999999999
61.82,59.3,84.25,5.51,3,3,1.27,Manager,50.28,-24.950000000000003,7.163
61.91,58.12,73.36,4.12,12,3,2.2,Team Lead,67.83,-15.240000000000002,9.064000000000002
99.49,97.65,4.3,9.31,11,3,4.56,Team Lead,100.0,93.35000000000001,19.551000000000002
54.49,48.4,66.71,4.9,10,1,2.33,Employee,68.96,-18.309999999999995,9.8
85.98,99.15,1.54,8.01,8,1,4.29,Team Lead,100.0,97.61,14.418
